SERVICE_CODE,TARIFF_NUMBER,STANDARD_ITEM_CODE,STOP_TYPE_CODE,AUDIT_CREATE_DATE,AUDIT_CRT_USERID,AUDIT_UPDATE_DATE,AUDIT_UPDT_USERID,STANDARD_ITEM_CODE Description,ARTYPE,SERVICE,Invoicable,Distributable,ITYPE_CODE,REV_ACCT,EXP_ACCT,ROLE_CODE,VPSDES,INVSEQ,INVPRINT,UNIT_DEFAULT,REPORTING_CATEGORY,GCS_FLAG,IMS_XREF_CODE
RVP_ADDNL,BELMIC0003,RVPA,,3/29/2002,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,BELROC0001,RVP,,7/18/2001,FBR,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,BELROC0001,RVPA,,7/18/2001,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,BELROC0003,RVP,,7/10/2003 8:12:51 ,KTRAEDER,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,BELROC0003,RVPA,,7/10/2003 8:12:51 ,KTRAEDER,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
CRATING,BELSOU0003,CRAT,ORIG,2/5/1999,FBR,3/28/1999 21:12:43 ,CFURNISH,Crating,TRADE,Y,Y,Y,A,3002,7305,O,,70.00,N,,A,N,
UNIT_FINE,BELSOU0003,FFWR,ORIG,2/5/1999,FBR,,,Fine Finish Wrapping,TRADE,Y,Y,Y,A,3105,7305,O,,218.00,Y,EA,A,N,
AUTO,BELSOU0006,VETR,,10/11/1999,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
FVP,BELSOU0006,FVP,,10/11/1999,FBR,,,Full Value Protection,TRADE,Y,Y,Y,O,3507,3507,B,,815.00,Y,HND,C,N,
DUNE_BUGGY,BELSOU0006,VETR,,10/11/1999,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,BELSOU0006,VETR,,10/11/1999,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,BELSOU0006,VETR,,10/11/1999,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,BELSOU0006,VETR,,10/11/1999,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
SPORT_UTIL,BELSOU0006,VETR,,10/11/1999,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
CRATING,BELSOU0006,CRAT,ORIG,10/11/1999,FBR,,,Crating,TRADE,Y,Y,Y,A,3002,7305,O,,70.00,N,,A,N,
UNCRATING,BELSOU0006,UNLA,DEST,10/11/1999,FBR,,,Unpacking Labor,TRADE,Y,Y,Y,A,3202,7305,D,,60.00,N,,A,N,D
FVP,BELSOU0007,FVP,,10/4/2005 6:29:45 ,KTRAEDER,,,Full Value Protection,TRADE,Y,Y,Y,O,3507,3507,B,,815.00,Y,HND,C,N,
AUTO,BELSOU0007,VETR,,10/4/2005 6:29:45 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
DUNE_BUGGY,BELSOU0007,VETR,,10/4/2005 6:29:45 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
SPORT_UTIL,BELSOU0007,VETR,,10/4/2005 6:29:45 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,BELSOU0007,VETR,,10/4/2005 6:29:45 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,BELSOU0007,VETR,,10/4/2005 6:29:45 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,BELSOU0007,VETR,,10/4/2005 6:29:45 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP_ADDNL,BEMMAN0002,RVPA,,5/3/1995,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
UNIT_FINE,BEMMAN0002,FFWR,ORIG,5/3/1995 10:49:10 ,FBR,,,Fine Finish Wrapping,TRADE,Y,Y,Y,A,3105,7305,O,,218.00,Y,EA,A,N,
UNIT_WRAP,BEMMAN0002,UPWR,ORIG,5/3/1995 10:49:10 ,FBR,,,Upholstery Wrapping,TRADE,Y,Y,Y,A,3105,7305,O,,218.00,Y,EA,A,N,
RVP,BEMMAN0002,RVP,,5/3/1995,FBR,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP,BENBRI0001,RVP,,10/14/1996,FBR,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,BENBRI0001,RVPA,,10/14/1996,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
UNIT_FINE,BENBRI0001,FFWR,ORIG,10/14/1996 17:02:54 ,FBR,,,Fine Finish Wrapping,TRADE,Y,Y,Y,A,3105,7305,O,,218.00,Y,EA,A,N,
UNIT_WRAP,BENBRI0001,UPWR,ORIG,10/14/1996 17:02:54 ,FBR,,,Upholstery Wrapping,TRADE,Y,Y,Y,A,3105,7305,O,,218.00,Y,EA,A,N,
RVP,BENBRI0002,RVPF,,4/25/2000,FBR,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,BENBRI0002,RVPA,,4/25/2000,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,BENBRI0003,RVPF,,4/3/2009 13:01:21 ,KLESZCZYNS,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,BENBRI0003,RVPA,,4/3/2009 13:01:21 ,KLESZCZYNS,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
AUTO,BENBRI0003,VETR,,4/3/2009 13:01:21 ,KLESZCZYNS,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
SPORT_UTIL,BENBRI0003,VETR,,4/3/2009 13:01:21 ,KLESZCZYNS,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,BENBRI0003,VETR,,4/3/2009 13:01:21 ,KLESZCZYNS,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,BENBRI0003,VETR,,4/3/2009 13:01:21 ,KLESZCZYNS,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,BENBRI0003,VETR,,4/3/2009 13:01:21 ,KLESZCZYNS,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP,BENEPL0001,RVPF,,9/7/2004 11:38:24 ,KTRAEDER,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,BENEPL0001,RVPA,,9/7/2004 11:38:24 ,KTRAEDER,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,BENHAM0005,RVPF,,4/12/1999,FBR,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,BENHAM0005,RVPA,,4/12/1999,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,BENHAM0006,RVPF,,4/12/1999,FBR,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,BENHAM0006,RVPA,,4/12/1999,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,BENHAM0007,RVP,,11/19/2004 9:18:35 ,KTRAEDER,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,BENHAM0007,RVPA,,11/19/2004 9:18:35 ,KTRAEDER,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,BENIND0001,RVPF,,6/10/2003 7:26:13 ,KTRAEDER,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,BENIND0001,RVPA,,6/10/2003 7:26:13 ,KTRAEDER,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
AUTO,BENIND0001,VETR,,6/10/2003 7:26:13 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
SPORT_UTIL,BENIND0001,VETR,,6/10/2003 7:26:13 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,BENIND0001,VETR,,6/10/2003 7:26:13 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,BENIND0001,VETR,,6/10/2003 7:26:13 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,BENIND0001,VETR,,6/10/2003 7:26:13 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP,BENJER0003,RVP,,9/20/1996,FBR,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,BENJER0003,RVPA,,9/20/1996,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,BENMIC0003,RVPF,,9/16/1996,FBR,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,BENMIC0003,RVPA,,9/16/1996,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
AUTO,BENMIC0003,VETR,,9/16/1996,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
DUNE_BUGGY,BENMIC0003,VETR,,9/16/1996,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
SPORT_UTIL,BENMIC0003,VETR,,9/16/1996,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,BENMIC0003,VETR,,9/16/1996,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,BENMIC0003,VETR,,9/16/1996,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,BENMIC0003,VETR,,9/16/1996,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP,BENPRI0001,RVPF,,3/6/2013,TKINNICK,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
AUTO,BENPRI0001,VETR,,3/6/2013,TKINNICK,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP_ADDNL,BENPRI0001,RVPA,,3/6/2013,TKINNICK,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
SPORT_UTIL,BENPRI0001,VETR,,3/6/2013,TKINNICK,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,BENPRI0001,VETR,,3/6/2013,TKINNICK,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,BENPRI0001,VETR,,3/6/2013,TKINNICK,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TV_KIT_50,BENPRI0001,FTVC,,3/6/2013,TKINNICK,,,Flat Screen TV Carton/Kit Only,TRADE,Y,Y,Y,A,3003,7305,O,,50.00,Y,EA,A,N,
TV_KIT_60,BENPRI0001,FTVC,,3/6/2013,TKINNICK,,,Flat Screen TV Carton/Kit Only,TRADE,Y,Y,Y,A,3003,7305,O,,50.00,Y,EA,A,N,
TV_PACK_50,BENPRI0001,FTVO,,3/6/2013,TKINNICK,,,Flat Screen TV Service - Org,TRADE,Y,Y,Y,A,3004,7305,O,,56.00,Y,EA,A,N,
TV_PACK_60,BENPRI0001,FTVO,,3/6/2013,TKINNICK,,,Flat Screen TV Service - Org,TRADE,Y,Y,Y,A,3004,7305,O,,56.00,Y,EA,A,N,
TV_UNPACK,BENPRI0001,FTVD,,3/6/2013,TKINNICK,,,Flat Screen TV Service Dest,TRADE,Y,Y,Y,A,3202,7305,D,,60.00,Y,EA,A,N,
VAN,BENPRI0001,VETR,,3/6/2013,TKINNICK,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP_ADDNL,BERFLU0001,RVPA,,1/3/1996,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
UNIT_FINE,BERFLU0001,FFWR,ORIG,1/3/1996 15:00:30 ,FBR,,,Fine Finish Wrapping,TRADE,Y,Y,Y,A,3105,7305,O,,218.00,Y,EA,A,N,
UNIT_WRAP,BERFLU0001,UPWR,ORIG,1/3/1996 15:00:30 ,FBR,,,Upholstery Wrapping,TRADE,Y,Y,Y,A,3105,7305,O,,218.00,Y,EA,A,N,
RVP,BERFLU0001,RVPF,,1/3/1996,FBR,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP,BERFLU0003,RVPF,,10/16/1996,FBR,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,BERFLU0003,RVPA,,10/16/1996,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
AUTO,BERFLU0003,VETR,,10/16/1996,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
DUNE_BUGGY,BERFLU0003,VETR,,10/16/1996,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
SPORT_UTIL,BERFLU0003,VETR,,10/16/1996,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,BERFLU0003,VETR,,10/16/1996,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,BERFLU0003,VETR,,10/16/1996,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,BERFLU0003,VETR,,10/16/1996,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP,BERFLU0004,RVPF,,10/1/1998,FBR,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,BERFLU0004,RVPA,,10/1/1998,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,BERFLU0017,RVPF,,7/10/2003 9:26:53 ,KTRAEDER,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,BERFLU0017,RVPA,,7/10/2003 9:26:53 ,KTRAEDER,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,BERGER0001,RVP,,3/9/2000,FBR,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,BERGER0001,RVPA,,3/9/2000,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,BERLAB0006,RVP,,4/12/1995,FBR,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,BERLAB0006,RVPA,,4/12/1995,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
UNIT_FINE,BERLAB0006,FFWR,ORIG,4/12/1995 14:14:48 ,FBR,,,Fine Finish Wrapping,TRADE,Y,Y,Y,A,3105,7305,O,,218.00,Y,EA,A,N,
UNIT_WRAP,BERLAB0006,UPWR,ORIG,4/12/1995 14:14:48 ,FBR,,,Upholstery Wrapping,TRADE,Y,Y,Y,A,3105,7305,O,,218.00,Y,EA,A,N,
RVP,BERLAB0007,RVP,,10/9/1995,FBR,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,BERLAB0007,RVPA,,10/9/1995,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,BERLAB0009,RVPF,,6/24/1999,FBR,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,BERLAB0009,RVPA,,6/24/1999,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,BERLAB0010,RVPF,,3/8/2001,FBR,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,BERLAB0010,RVPA,,3/8/2001,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,BERLOG0002,RVPF,,6/21/2000,FBR,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,BERLOG0002,RVPA,,6/21/2000,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,BERSOF0001,RVP,,12/7/1999,FBR,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,BERSOF0001,RVPA,,12/7/1999,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
AUTO,BERSOU0001,VETR,,12/30/2013,TKINNICK,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP,BERSOU0001,RVPF,,12/30/2013,TKINNICK,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,BERSOU0001,RVPA,,12/30/2013,TKINNICK,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
SPORT_UTIL,BERSOU0001,VETR,,12/30/2013,TKINNICK,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,BERSOU0001,VETR,,12/30/2013,TKINNICK,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,BERSOU0001,VETR,,12/30/2013,TKINNICK,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,BERSOU0001,VETR,,12/30/2013,TKINNICK,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP,BESBUY0004,RVP,,5/9/1994,FBR,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,BESBUY0004,RVPA,,5/9/1994,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
UNIT_FINE,BESBUY0004,FFWR,ORIG,5/12/1994,FBR,,,Fine Finish Wrapping,TRADE,Y,Y,Y,A,3105,7305,O,,218.00,Y,EA,A,N,
UNIT_WRAP,BESBUY0004,UPWR,ORIG,5/12/1994,FBR,,,Upholstery Wrapping,TRADE,Y,Y,Y,A,3105,7305,O,,218.00,Y,EA,A,N,
RVP,BESBUY0007,RVP,,10/18/1995,FBR,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,BESBUY0007,RVPA,,10/18/1995,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
UNIT_FINE,BESBUY0007,FFWR,ORIG,10/18/1995 14:12:22 ,FBR,,,Fine Finish Wrapping,TRADE,Y,Y,Y,A,3105,7305,O,,218.00,Y,EA,A,N,
UNIT_WRAP,BESBUY0007,UPWR,ORIG,10/18/1995 14:12:22 ,FBR,,,Upholstery Wrapping,TRADE,Y,Y,Y,A,3105,7305,O,,218.00,Y,EA,A,N,
RVP,BESBUY0011,RVP,,8/8/2001,FBR,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,BESBUY0011,RVPA,,8/8/2001,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
AUTO,BESBUY0011,VETR,,8/8/2001,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
SPORT_UTIL,BESBUY0011,VETR,,8/8/2001,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,BESBUY0011,VETR,,8/8/2001,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,BESBUY0011,VETR,,8/8/2001,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,BESBUY0011,VETR,,8/8/2001,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP,BESBUY0012,RVP,,8/8/2001,FBR,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,BESBUY0012,RVPA,,8/8/2001,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
AUTO,BESBUY0012,VETR,,8/8/2001,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
SPORT_UTIL,BESBUY0012,VETR,,8/8/2001,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,BESBUY0012,VETR,,8/8/2001,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,BESBUY0012,VETR,,8/8/2001,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,BESBUY0012,VETR,,8/8/2001,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP,BESCON0003,RVPF,,6/21/1999,FBR,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,BESCON0003,RVPA,,6/21/1999,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
SPORT_UTIL,BESCON0005,VETR,,11/27/2000,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,BESCON0005,VETR,,11/27/2000,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,BESCON0005,VETR,,11/27/2000,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
AUTO,BESCON0005,VETR,,11/27/2000,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,BESCON0005,VETR,,11/27/2000,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP,BESCON0005,RVPF,,11/27/2000,FBR,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,BESCON0005,RVPA,,11/27/2000,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,BESCON0006,RVPF,,11/27/2000,FBR,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
